Customer ID,City,State,Latitude,Longitude
2698,Mineola,KY,38.8881,-91.5714
2717,Mineola,KY,38.8881,-91.5714
2742,Mineola,KY,38.8881,-91.5714
2745,Mineola,KY,38.8881,-91.5714
2758,Mineola,KY,38.8881,-91.5714
2782,Mineola,KY,38.8881,-91.5714
2783,Mineola,KY,38.8881,-91.5714
2784,Mineola,KY,38.8881,-91.5714
2797,Mineola,KY,38.8881,-91.5714
2816,Mineola,KY,38.8881,-91.5714
2829,Mineola,KY,38.8881,-91.5714
2877,Mineola,KY,38.8881,-91.5714
2919,Mineola,KY,38.8881,-91.5714
2925,Mineola,KY,38.8881,-91.5714
2958,Mineola,KY,38.8881,-91.5714
2959,Mineola,KY,38.8881,-91.5714
2970,Mineola,KY,38.8881,-91.5714
2987,Mineola,KY,38.8881,-91.5714
2993,Mineola,KY,38.8881,-91.5714
3019,Mineola,KY,38.8881,-91.5714
3074,Mineola,KY,38.8881,-91.5714
3083,Mineola,KY,38.8881,-91.5714
3085,Mineola,KY,38.8881,-91.5714
3091,Mineola,KY,38.8881,-91.5714
3119,Mineola,KY,38.8881,-91.5714
3120,Mineola,KY,38.8881,-91.5714
3147,Mineola,KY,38.8881,-91.5714
3205,Mineola,KY,38.8881,-91.5714
3226,Mineola,KY,38.8881,-91.5714
3259,Mineola,KY,38.8881,-91.5714
3277,Mineola,KY,38.8881,-91.5714
3311,Mineola,KY,38.8881,-91.5714
3324,Mineola,KY,38.8881,-91.5714
3328,Mineola,KY,38.8881,-91.5714
3329,Mineola,KY,38.8881,-91.5714
3336,Mineola,KY,38.8881,-91.5714
3337,Mineola,KY,38.8881,-91.5714
3338,Mineola,KY,38.8881,-91.5714
3364,Mineola,KY,38.8881,-91.5714
3379,Mineola,KY,38.8881,-91.5714
3412,Mineola,KY,38.8881,-91.5714
3413,Mineola,KY,38.8881,-91.5714
3421,Mineola,KY,38.8881,-91.5714
3423,Mineola,KY,38.8881,-91.5714
3428,Mineola,KY,38.8881,-91.5714
3430,Mineola,KY,38.8881,-91.5714
3434,Mineola,KY,38.8881,-91.5714
3458,Mineola,KY,38.8881,-91.5714
3460,Mineola,KY,38.8881,-91.5714
3465,Mineola,KY,38.8881,-91.5714
3467,Mineola,KY,38.8881,-91.5714
3489,Mineola,KY,38.8881,-91.5714
3583,Mineola,KY,38.8881,-91.5714
3593,Mineola,KY,38.8881,-91.5714
3597,Mineola,KY,38.8881,-91.5714
3616,Mineola,KY,38.8881,-91.5714
3626,Mineola,KY,38.8881,-91.5714
3650,Mineola,KY,38.8881,-91.5714
3659,Mineola,KY,38.8881,-91.5714
3676,Mineola,KY,38.8881,-91.5714
3684,Mineola,KY,38.8881,-91.5714
3692,Mineola,KY,38.8881,-91.5714
3703,Mineola,KY,38.8881,-91.5714
3714,Mineola,KY,38.8881,-91.5714
3718,Mineola,KY,38.8881,-91.5714
3723,Mineola,KY,38.8881,-91.5714
3783,Mineola,KY,38.8881,-91.5714
3793,Mineola,KY,38.8881,-91.5714
3800,Mineola,KY,38.8881,-91.5714
3801,Mineola,KY,38.8881,-91.5714
3817,Mineola,KY,38.8881,-91.5714
3834,Mineola,KY,38.8881,-91.5714
3838,Mineola,KY,38.8881,-91.5714
3854,Mineola,KY,38.8881,-91.5714
3882,Mineola,KY,38.8881,-91.5714
3883,Mineola,KY,38.8881,-91.5714
3890,Mineola,KY,38.8881,-91.5714
3952,Mineola,KY,38.8881,-91.5714
3969,Mineola,KY,38.8881,-91.5714
3982,Mineola,KY,38.8881,-91.5714
3986,Mineola,KY,38.8881,-91.5714
3997,Mineola,KY,38.8881,-91.5714
4002,Mineola,KY,38.8881,-91.5714
4010,Mineola,KY,38.8881,-91.5714
4013,Mineola,KY,38.8881,-91.5714
4014,Mineola,KY,38.8881,-91.5714
4044,Mineola,KY,38.8881,-91.5714
4103,Mineola,KY,38.8881,-91.5714
4114,Mineola,KY,38.8881,-91.5714
4131,Mineola,KY,38.8881,-91.5714
4170,Mineola,KY,38.8881,-91.5714
4223,Mineola,KY,38.8881,-91.5714
4224,Mineola,KY,38.8881,-91.5714
4244,Mineola,KY,38.8881,-91.5714
4246,Mineola,KY,38.8881,-91.5714
4253,Mineola,KY,38.8881,-91.5714
4287,Mineola,KY,38.8881,-91.5714
4310,Mineola,KY,38.8881,-91.5714
4331,Mineola,KY,38.8881,-91.5714
4336,Mineola,KY,38.8881,-91.5714
4354,Mineola,KY,38.8881,-91.5714
4382,Mineola,KY,38.8881,-91.5714
4415,Mineola,KY,38.8881,-91.5714
4439,Mineola,KY,38.8881,-91.5714
4443,Mineola,KY,38.8881,-91.5714
4445,Mineola,KY,38.8881,-91.5714
4446,Mineola,KY,38.8881,-91.5714
4447,Mineola,KY,38.8881,-91.5714
4457,Mineola,KY,38.8881,-91.5714
4468,Mineola,KY,38.8881,-91.5714
4471,Mineola,KY,38.8881,-91.5714
4472,Mineola,KY,38.8881,-91.5714
4489,Mineola,KY,38.8881,-91.5714
4504,Mineola,KY,38.8881,-91.5714
4560,Mineola,KY,38.8881,-91.5714
4585,Mineola,KY,38.8881,-91.5714
4612,Mineola,KY,38.8881,-91.5714
4615,Mineola,KY,38.8881,-91.5714
4626,Mineola,KY,38.8881,-91.5714
4635,Mineola,KY,38.8881,-91.5714
4674,Mineola,KY,38.8881,-91.5714
4675,Mineola,KY,38.8881,-91.5714
4732,Mineola,KY,38.8881,-91.5714
4755,Mineola,KY,38.8881,-91.5714
4758,Mineola,KY,38.8881,-91.5714
4766,Mineola,KY,38.8881,-91.5714
4770,Mineola,KY,38.8881,-91.5714
4771,Mineola,KY,38.8881,-91.5714
4795,Mineola,KY,38.8881,-91.5714
4807,Mineola,KY,38.8881,-91.5714
4809,Mineola,KY,38.8881,-91.5714
4818,Mineola,KY,38.8881,-91.5714
4837,Mineola,KY,38.8881,-91.5714
4861,Mineola,KY,38.8881,-91.5714
4871,Mineola,KY,38.8881,-91.5714
4882,Mineola,KY,38.8881,-91.5714
4884,Mineola,KY,38.8881,-91.5714
4911,Mineola,KY,38.8881,-91.5714
4912,Mineola,KY,38.8881,-91.5714
4936,Mineola,KY,38.8881,-91.5714
4956,Mineola,KY,38.8881,-91.5714
4957,Mineola,KY,38.8881,-91.5714
4969,Mineola,KY,38.8881,-91.5714
4997,Mineola,KY,38.8881,-91.5714
4998,Mineola,KY,38.8881,-91.5714
5023,Mineola,KY,38.8881,-91.5714
5029,Mineola,KY,38.8881,-91.5714
5043,Mineola,KY,38.8881,-91.5714
5048,Mineola,KY,38.8881,-91.5714
5119,Mineola,KY,38.8881,-91.5714
5133,Mineola,KY,38.8881,-91.5714
5144,Mineola,KY,38.8881,-91.5714
5192,Mineola,KY,38.8881,-91.5714
5213,Mineola,KY,38.8881,-91.5714
5217,Mineola,KY,38.8881,-91.5714
5224,Mineola,KY,38.8881,-91.5714
5242,Mineola,KY,38.8881,-91.5714
5273,Mineola,KY,38.8881,-91.5714
5307,Mineola,KY,38.8881,-91.5714
5322,Mineola,KY,38.8881,-91.5714
5332,Mineola,KY,38.8881,-91.5714
5337,Mineola,KY,38.8881,-91.5714
5350,Mineola,KY,38.8881,-91.5714
5385,Mineola,KY,38.8881,-91.5714
5392,Mineola,KY,38.8881,-91.5714
5399,Mineola,KY,38.8881,-91.5714
5442,Mineola,KY,38.8881,-91.5714
5464,Mineola,KY,38.8881,-91.5714
5487,Mineola,KY,38.8881,-91.5714
5488,Mineola,KY,38.8881,-91.5714
5524,Mineola,KY,38.8881,-91.5714
5531,Mineola,KY,38.8881,-91.5714
5540,Mineola,KY,38.8881,-91.5714
5551,Mineola,KY,38.8881,-91.5714
5570,Mineola,KY,38.8881,-91.5714
5571,Mineola,KY,38.8881,-91.5714
5577,Mineola,KY,38.8881,-91.5714
5587,Mineola,KY,38.8881,-91.5714
5617,Mineola,KY,38.8881,-91.5714
5619,Mineola,KY,38.8881,-91.5714
5633,Mineola,KY,38.8881,-91.5714
5637,Mineola,KY,38.8881,-91.5714
5641,Mineola,KY,38.8881,-91.5714
5658,Mineola,KY,38.8881,-91.5714
5770,Mineola,KY,38.8881,-91.5714
5777,Mineola,KY,38.8881,-91.5714
5785,Mineola,KY,38.8881,-91.5714
5793,Mineola,KY,38.8881,-91.5714
5797,Mineola,KY,38.8881,-91.5714
5858,Mineola,KY,38.8881,-91.5714
5885,Mineola,KY,38.8881,-91.5714
5894,Mineola,KY,38.8881,-91.5714
5895,Mineola,KY,38.8881,-91.5714
5935,Mineola,KY,38.8881,-91.5714
5937,Mineola,KY,38.8881,-91.5714
5943,Mineola,KY,38.8881,-91.5714
5949,Mineola,KY,38.8881,-91.5714
5954,Mineola,KY,38.8881,-91.5714
5964,Mineola,KY,38.8881,-91.5714
5992,Mineola,KY,38.8881,-91.5714
6005,Mineola,KY,38.8881,-91.5714
6033,Mineola,KY,38.8881,-91.5714
6042,Mineola,KY,38.8881,-91.5714
6046,Mineola,KY,38.8881,-91.5714
6083,Mineola,KY,38.8881,-91.5714
6087,Mineola,KY,38.8881,-91.5714
6090,Mineola,KY,38.8881,-91.5714
6147,Mineola,KY,38.8881,-91.5714
6182,Mineola,KY,38.8881,-91.5714
6184,Mineola,KY,38.8881,-91.5714
6185,Mineola,KY,38.8881,-91.5714
6214,Mineola,KY,38.8881,-91.5714
6243,Mineola,KY,38.8881,-91.5714
6303,Mineola,KY,38.8881,-91.5714
6304,Mineola,KY,38.8881,-91.5714
6308,Mineola,KY,38.8881,-91.5714
6318,Mineola,KY,38.8881,-91.5714
6361,Mineola,KY,38.8881,-91.5714
6362,Mineola,KY,38.8881,-91.5714
6383,Mineola,KY,38.8881,-91.5714
6394,Mineola,KY,38.8881,-91.5714
6409,Mineola,KY,38.8881,-91.5714
6427,Mineola,KY,38.8881,-91.5714
6494,Mineola,KY,38.8881,-91.5714
6516,Mineola,KY,38.8881,-91.5714
6533,Mineola,KY,38.8881,-91.5714
6538,Mineola,KY,38.8881,-91.5714
6584,Mineola,KY,38.8881,-91.5714
6596,Mineola,KY,38.8881,-91.5714
6597,Mineola,KY,38.8881,-91.5714
6602,Mineola,KY,38.8881,-91.5714
6637,Mineola,KY,38.8881,-91.5714
6649,Mineola,KY,38.8881,-91.5714
6656,Mineola,KY,38.8881,-91.5714
6657,Mineola,KY,38.8881,-91.5714
6671,Mineola,KY,38.8881,-91.5714
6678,Mineola,KY,38.8881,-91.5714
6684,Mineola,KY,38.8881,-91.5714
6697,Mineola,KY,38.8881,-91.5714
6702,Mineola,KY,38.8881,-91.5714
6764,Mineola,KY,38.8881,-91.5714
6782,Mineola,KY,38.8881,-91.5714
6819,Mineola,KY,38.8881,-91.5714
6847,Mineola,KY,38.8881,-91.5714
6905,Mineola,KY,38.8881,-91.5714
6938,Mineola,KY,38.8881,-91.5714
6952,Mineola,KY,38.8881,-91.5714
6963,Mineola,KY,38.8881,-91.5714
6965,Mineola,KY,38.8881,-91.5714
6980,Mineola,KY,38.8881,-91.5714
6981,Mineola,KY,38.8881,-91.5714
6993,Mineola,KY,38.8881,-91.5714
7015,Mineola,KY,38.8881,-91.5714
7018,Mineola,KY,38.8881,-91.5714
7039,Mineola,KY,38.8881,-91.5714
7052,Mineola,KY,38.8881,-91.5714
7066,Mineola,KY,38.8881,-91.5714
7072,Mineola,KY,38.8881,-91.5714
7079,Mineola,KY,38.8881,-91.5714
7095,Mineola,KY,38.8881,-91.5714
7106,Mineola,KY,38.8881,-91.5714
7124,Mineola,KY,38.8881,-91.5714
7125,Mineola,KY,38.8881,-91.5714
7162,Mineola,KY,38.8881,-91.5714
7190,Mineola,KY,38.8881,-91.5714
7238,Mineola,KY,38.8881,-91.5714
7239,Mineola,KY,38.8881,-91.5714
7296,Mineola,KY,38.8881,-91.5714
7297,Mineola,KY,38.8881,-91.5714
7312,Mineola,KY,38.8881,-91.5714
7419,Mineola,KY,38.8881,-91.5714
7421,Mineola,KY,38.8881,-91.5714
7442,Mineola,KY,38.8881,-91.5714
7448,Mineola,KY,38.8881,-91.5714
7495,Mineola,KY,38.8881,-91.5714
7522,Mineola,KY,38.8881,-91.5714
7532,Mineola,KY,38.8881,-91.5714
7538,Mineola,KY,38.8881,-91.5714
7583,Mineola,KY,38.8881,-91.5714
7625,Mineola,KY,38.8881,-91.5714
7635,Mineola,KY,38.8881,-91.5714
7658,Mineola,KY,38.8881,-91.5714
7663,Mineola,KY,38.8881,-91.5714
7666,Mineola,KY,38.8881,-91.5714
7679,Mineola,KY,38.8881,-91.5714
7683,Mineola,KY,38.8881,-91.5714
7688,Mineola,KY,38.8881,-91.5714
7689,Mineola,KY,38.8881,-91.5714
7701,Mineola,KY,38.8881,-91.5714
7712,Mineola,KY,38.8881,-91.5714
7723,Mineola,KY,38.8881,-91.5714
7729,Mineola,KY,38.8881,-91.5714
7735,Mineola,KY,38.8881,-91.5714
7740,Mineola,KY,38.8881,-91.5714
7763,Mineola,KY,38.8881,-91.5714
7777,Mineola,KY,38.8881,-91.5714
7819,Mineola,KY,38.8881,-91.5714
7824,Mineola,KY,38.8881,-91.5714
7835,Mineola,KY,38.8881,-91.5714
7836,Mineola,KY,38.8881,-91.5714
7841,Mineola,KY,38.8881,-91.5714
7874,Mineola,KY,38.8881,-91.5714
7875,Mineola,KY,38.8881,-91.5714
7931,Mineola,KY,38.8881,-91.5714
7935,Mineola,KY,38.8881,-91.5714
7960,Mineola,KY,38.8881,-91.5714
8022,Mineola,KY,38.8881,-91.5714
8028,Mineola,KY,38.8881,-91.5714
8033,Mineola,KY,38.8881,-91.5714
8065,Mineola,KY,38.8881,-91.5714
8066,Mineola,KY,38.8881,-91.5714
8069,Mineola,KY,38.8881,-91.5714
8070,Mineola,KY,38.8881,-91.5714
8084,Mineola,KY,38.8881,-91.5714
8092,Mineola,KY,38.8881,-91.5714
8101,Mineola,KY,38.8881,-91.5714
8140,Mineola,KY,38.8881,-91.5714
8200,Mineola,KY,38.8881,-91.5714
8226,Mineola,KY,38.8881,-91.5714
8247,Mineola,KY,38.8881,-91.5714
8265,Mineola,KY,38.8881,-91.5714
8273,Mineola,KY,38.8881,-91.5714
8285,Mineola,KY,38.8881,-91.5714
8306,Mineola,KY,38.8881,-91.5714
8327,Mineola,KY,38.8881,-91.5714
8333,Mineola,KY,38.8881,-91.5714
8337,Mineola,KY,38.8881,-91.5714
8360,Mineola,KY,38.8881,-91.5714
8399,Mineola,KY,38.8881,-91.5714
8408,Mineola,KY,38.8881,-91.5714
8412,Mineola,KY,38.8881,-91.5714
8417,Mineola,KY,38.8881,-91.5714
8421,Mineola,KY,38.8881,-91.5714
8447,Mineola,KY,38.8881,-91.5714
8460,Mineola,KY,38.8881,-91.5714
8463,Mineola,KY,38.8881,-91.5714
8469,Mineola,KY,38.8881,-91.5714
8470,Mineola,KY,38.8881,-91.5714
8472,Mineola,KY,38.8881,-91.5714
8494,Mineola,KY,38.8881,-91.5714
8521,Mineola,KY,38.8881,-91.5714
8522,Mineola,KY,38.8881,-91.5714
8577,Mineola,KY,38.8881,-91.5714
8578,Mineola,KY,38.8881,-91.5714
8581,Mineola,KY,38.8881,-91.5714
8588,Mineola,KY,38.8881,-91.5714
8593,Mineola,KY,38.8881,-91.5714
8640,Mineola,KY,38.8881,-91.5714
8647,Mineola,KY,38.8881,-91.5714
8651,Mineola,KY,38.8881,-91.5714
8655,Mineola,KY,38.8881,-91.5714
8672,Mineola,KY,38.8881,-91.5714
8673,Mineola,KY,38.8881,-91.5714
8696,Mineola,KY,38.8881,-91.5714
8697,Mineola,KY,38.8881,-91.5714
8699,Mineola,KY,38.8881,-91.5714
8707,Mineola,KY,38.8881,-91.5714
8710,Mineola,KY,38.8881,-91.5714
8718,Mineola,KY,38.8881,-91.5714
8726,Mineola,KY,38.8881,-91.5714
8777,Mineola,KY,38.8881,-91.5714
8812,Mineola,KY,38.8881,-91.5714
8893,Mineola,KY,38.8881,-91.5714
8902,Mineola,KY,38.8881,-91.5714
8925,Mineola,KY,38.8881,-91.5714
8990,Mineola,KY,38.8881,-91.5714
8993,Mineola,KY,38.8881,-91.5714
9006,Mineola,KY,38.8881,-91.5714
9015,Mineola,KY,38.8881,-91.5714
9017,Mineola,KY,38.8881,-91.5714
9044,Mineola,KY,38.8881,-91.5714
9061,Mineola,KY,38.8881,-91.5714
9087,Mineola,KY,38.8881,-91.5714
9100,Mineola,KY,38.8881,-91.5714
9105,Mineola,KY,38.8881,-91.5714
9154,Mineola,KY,38.8881,-91.5714
9184,Mineola,KY,38.8881,-91.5714
9253,Mineola,KY,38.8881,-91.5714
9298,Mineola,KY,38.8881,-91.5714
9326,Mineola,KY,38.8881,-91.5714
9328,Mineola,KY,38.8881,-91.5714
9362,Mineola,KY,38.8881,-91.5714
9388,Mineola,KY,38.8881,-91.5714
9447,Mineola,KY,38.8881,-91.5714
9448,Mineola,KY,38.8881,-91.5714
9478,Mineola,KY,38.8881,-91.5714
9484,Mineola,KY,38.8881,-91.5714
9493,Mineola,KY,38.8881,-91.5714
9541,Mineola,KY,38.8881,-91.5714
9563,Mineola,KY,38.8881,-91.5714
9624,Mineola,KY,38.8881,-91.5714
9626,Mineola,KY,38.8881,-91.5714
9685,Mineola,KY,38.8881,-91.5714
9693,Mineola,KY,38.8881,-91.5714
9695,Mineola,KY,38.8881,-91.5714
9768,Mineola,KY,38.8881,-91.5714
9821,Mineola,KY,38.8881,-91.5714
9839,Mineola,KY,38.8881,-91.5714
9890,Mineola,KY,38.8881,-91.5714
9922,Mineola,KY,38.8881,-91.5714
9932,Mineola,KY,38.8881,-91.5714
9944,Mineola,KY,38.8881,-91.5714
9951,Mineola,KY,38.8881,-91.5714
9953,Mineola,KY,38.8881,-91.5714
9955,Mineola,KY,38.8881,-91.5714
9967,Mineola,KY,38.8881,-91.5714
10021,Mineola,KY,38.8881,-91.5714
10040,Mineola,KY,38.8881,-91.5714
10063,Mineola,KY,38.8881,-91.5714
10081,Mineola,KY,38.8881,-91.5714
10101,Mineola,KY,38.8881,-91.5714
10108,Mineola,KY,38.8881,-91.5714
10110,Mineola,KY,38.8881,-91.5714
10190,Mineola,KY,38.8881,-91.5714
10214,Mineola,KY,38.8881,-91.5714
10263,Mineola,KY,38.8881,-91.5714
10276,Mineola,KY,38.8881,-91.5714
10281,Mineola,KY,38.8881,-91.5714
10309,Mineola,KY,38.8881,-91.5714
10320,Mineola,KY,38.8881,-91.5714
10393,Mineola,KY,38.8881,-91.5714
10420,Mineola,KY,38.8881,-91.5714
10436,Mineola,KY,38.8881,-91.5714
10476,Mineola,KY,38.8881,-91.5714
10554,Mineola,KY,38.8881,-91.5714
10577,Mineola,KY,38.8881,-91.5714
10592,Mineola,KY,38.8881,-91.5714
10622,Mineola,KY,38.8881,-91.5714
10637,Mineola,KY,38.8881,-91.5714
10649,Mineola,KY,38.8881,-91.5714
10650,Mineola,KY,38.8881,-91.5714
10661,Mineola,KY,38.8881,-91.5714
10669,Mineola,KY,38.8881,-91.5714
10743,Mineola,KY,38.8881,-91.5714
10767,Mineola,KY,38.8881,-91.5714
10777,Mineola,KY,38.8881,-91.5714
10795,Mineola,KY,38.8881,-91.5714
10833,Mineola,KY,38.8881,-91.5714
10836,Mineola,KY,38.8881,-91.5714
10841,Mineola,KY,38.8881,-91.5714
10848,Mineola,KY,38.8881,-91.5714
10866,Mineola,KY,38.8881,-91.5714
10922,Mineola,KY,38.8881,-91.5714
10938,Mineola,KY,38.8881,-91.5714
10941,Mineola,KY,38.8881,-91.5714
10989,Mineola,KY,38.8881,-91.5714
10997,Mineola,KY,38.8881,-91.5714
11005,Mineola,KY,38.8881,-91.5714
11055,Mineola,KY,38.8881,-91.5714
11063,Mineola,KY,38.8881,-91.5714
11069,Mineola,KY,38.8881,-91.5714
11193,Mineola,KY,38.8881,-91.5714
11194,Mineola,KY,38.8881,-91.5714
11239,Mineola,KY,38.8881,-91.5714
11255,Mineola,KY,38.8881,-91.5714
11310,Mineola,KY,38.8881,-91.5714
11311,Mineola,KY,38.8881,-91.5714
11330,Mineola,KY,38.8881,-91.5714
11333,Mineola,KY,38.8881,-91.5714
11341,Mineola,KY,38.8881,-91.5714
11350,Mineola,KY,38.8881,-91.5714
11397,Mineola,KY,38.8881,-91.5714
11417,Mineola,KY,38.8881,-91.5714
11430,Mineola,KY,38.8881,-91.5714
11458,Mineola,KY,38.8881,-91.5714
11534,Mineola,KY,38.8881,-91.5714
11574,Mineola,KY,38.8881,-91.5714
11579,Mineola,KY,38.8881,-91.5714
11603,Mineola,KY,38.8881,-91.5714
11635,Mineola,KY,38.8881,-91.5714
11658,Mineola,KY,38.8881,-91.5714
11663,Mineola,KY,38.8881,-91.5714
11704,Mineola,KY,38.8881,-91.5714
